,loss,lr,weight_decay,nheads,dim,num_points,num_layers,dim_feedforward
0,0.4747582972049713,0.01,0.0,8,16,3,1,2048
1,0.2161457240581512,0.001,0.1,2,16,3,3,2048
2,0.2211307287216186,0.01,0.0,4,16,3,2,2048
3,0.229020893573761,0.01,0.1,4,16,3,2,2048
4,0.2814908623695373,0.01,0.0,16,16,3,3,2048
5,0.2520513236522674,0.01,0.0,4,16,3,3,2048
6,0.3751920759677887,0.001,0.1,16,16,3,3,2048
7,0.4742597341537475,0.001,0.1,16,16,3,2,2048
8,0.4218670725822449,0.01,0.0,16,16,3,2,2048
9,0.408367395401001,0.01,0.1,16,16,3,2,2048
10,0.3629437983036041,0.001,0.0,8,16,3,2,2048
11,0.1047731414437294,0.01,0.1,1,16,3,1,2048
12,0.3069790005683899,0.001,0.0,4,16,3,3,2048
13,0.2337188720703125,0.001,0.0,2,16,3,3,2048
14,0.2036236226558685,0.01,0.1,2,16,3,3,2048
15,0.1751292645931244,0.01,0.1,2,16,3,2,2048
16,0.4948982298374176,0.01,0.0,16,16,3,1,2048
17,0.4235409498214721,0.001,0.0,16,16,3,2,2048
18,0.3667241930961609,0.001,0.1,8,16,3,3,2048
19,0.0861177742481231,0.001,0.0,1,16,3,1,2048
20,0.4241845309734344,0.01,0.0,8,16,3,2,2048
21,0.3767295479774475,0.001,0.0,16,16,3,3,2048
22,0.2237362414598465,0.01,0.0,2,16,3,3,2048
23,0.4949544668197632,0.001,0.0,16,16,3,1,2048
24,0.4753200113773346,0.001,0.1,8,16,3,1,2048
25,0.1421267539262771,0.01,0.0,2,16,3,2,2048
26,0.275789201259613,0.01,0.1,8,16,3,3,2048
27,0.3471632301807403,0.001,0.1,2,16,3,1,2048
28,0.1041289418935775,0.01,0.0,1,16,3,2,2048
29,0.1248236447572708,0.01,0.0,1,16,3,3,2048
30,0.4951801300048828,0.01,0.1,16,16,3,1,2048
31,0.4753080606460571,0.01,0.1,8,16,3,1,2048
32,0.2030816227197647,0.001,0.0,2,16,3,2,2048
33,0.3473630547523498,0.01,0.1,2,16,3,1,2048
34,0.3456400036811828,0.001,0.0,2,16,3,1,2048
35,0.3586142063140869,0.001,0.1,8,16,3,2,2048
36,0.1144113317131996,0.001,0.0,1,16,3,2,2048
37,0.2498195618391037,0.001,0.1,4,16,3,2,2048
38,0.2649912536144256,0.001,0.0,4,16,3,2,2048
39,0.3400064408779144,0.001,0.1,4,16,3,3,2048
40,0.3451970815658569,0.01,0.0,2,16,3,1,2048
41,0.233838751912117,0.01,0.1,1,16,3,3,2048
42,0.256592720746994,0.01,0.1,4,16,3,3,2048
43,0.4746922254562378,0.001,0.0,8,16,3,1,2048
44,0.4328432381153106,0.001,0.1,4,16,3,1,2048
45,0.4323526322841644,0.01,0.1,4,16,3,1,2048
46,0.4328874945640564,0.01,0.1,8,16,3,2,2048
47,0.187195211648941,0.001,0.1,1,16,3,3,2048
48,0.1056185886263847,0.001,0.1,1,16,3,1,2048
49,0.1790727376937866,0.001,0.1,2,16,3,2,2048
50,0.2755029201507568,0.001,0.0,1,16,3,3,2048
51,0.3807341456413269,0.001,0.0,8,16,3,3,2048
52,0.4317095279693603,0.001,0.0,4,16,3,1,2048
53,0.4951995611190796,0.001,0.1,16,16,3,1,2048
54,0.3383687138557434,0.01,0.0,8,16,3,3,2048
55,0.4315580427646637,0.01,0.0,4,16,3,1,2048
56,0.2754071652889251,0.01,0.1,16,16,3,3,2048
57,0.09847092628479,0.01,0.1,1,16,3,2,2048
58,0.0706118643283844,0.01,0.0,1,16,3,1,2048
59,0.1240623742341995,0.001,0.1,1,16,3,2,2048
60,0.4702014029026031,0.1,0.0,2,16,3,3,2048
61,0.4030884206295013,0.1,0.0,4,16,3,3,2048
62,0.2820261418819427,0.1,0.0,16,16,3,3,2048
63,0.4210778474807739,0.1,0.0,8,16,3,3,2048
64,0.2364310026168823,0.1,0.0,1,16,3,3,2048
