H,Squared Error
1,0.762916827108711
2,0.6815962600521743
4,0.6112250401638448
8,0.568042831029743
16,0.5336235864087939
32,0.5170955243520439
64,0.5005743519868702
128,0.48425005353055894
256,0.4684723753016442
512,0.4364484208635986
1024,0.38201149040833116
2048,0.31703941617161036
4096,0.26314031169749796
8192,0.22255592129658908
16384,0.20020693156402558
32768,0.1882431724734488
65536,0.18216667626984417
