H,Squared Error
1,0.7102339133853093
2,0.6792904035246465
4,0.6233772255218355
8,0.576074088763562
16,0.5251362602430163
32,0.48484728173934855
64,0.43456255726050586
128,0.3613693492443417
256,0.2926799780325382
512,0.2391807710446301
1024,0.20476773392147152
2048,0.1837932636590267
4096,0.17408165015513077
8192,0.16935277088487055
16384,0.16683499582723016
32768,0.1649218041166023
65536,0.1628564146158169
